id,Service name,address,Postal code,Phone number,Service description,keywords,source,postal code filtering,community mental health in Ontario,community mental health in Ontario.1,Clean_Service_Name,City,City_Extraction_Status
1967,Homewood Health Centre,140 N/A,,1-866-839-2594,"Homewood Health Centre offers mental health and addiction services for a variety of conditions including co-occurring mental health and substance use, trauma, PTSD, addictions, anxiety disorders, and more. They provide inpatient care and focus on a person-centered approach.","mental health, addiction services, trauma, PTSD, co-occurring disorders, inpatient care, anxiety disorders, depression",https://www.bing.com/aclick?ld=e8fpTiScaD06SpiL7Edx7xijVUCUxHS7Zal0HwdtvGcH_mhm1Wdyos3qo0HscXT4QZna_ezhrZH5ObGuLPnAzTBty8XDicCIDNsVFcbLgvcvnrDm_CbExVmZ88RZGfm247_2PHd6xfmT3JiZIBBRDvKmggvixnPM2r7gWTCejGWvjDldi-3PlXWA5SLzQE-1tADnAL3q4UZtsw55EVG-DqzSIO-Do&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDk2YzY1YTA4ZDcxZjFmMmIyN2I4MzNjNzk2NDBiYzgz&rlid=96c65a08d71f1f2b27b833c79640bc83,-1,0,0,homewood health centre,,Empty City
1969,Cumberland Village Health Care,,,,"Cumberland Village Health Care provides primary care services including access to allied healthcare providers such as a registered nurse, social worker, dietitian, mental health and substance use clinician, and clinical pharmacist.","primary care, allied healthcare, mental health, substance use, community health services",https://www.cvhc.ca/,-1,0,0,cumberland village health care,,Empty City
1972,Lobdell Center for Mental Health & Wellness at Lakeview,,,,"Provides mental health services, including supportive activities and resources to enhance comfort and care for patients during their stay.","mental health, patient comfort, support, care, inpatient services",https://oswegocountytoday.com/oswegohealth/oswego-health-employees-raise-more-than-78000-to-support-patient-comfort-and-care/,-1,0,0,lobdell center for mental health & wellness at lakeview,,Empty City
1973,Oswego Health,,,,"A nonprofit healthcare system providing accessible, quality care including inpatient, outpatient, and community health services, with a focus on improving the health of residents.","healthcare, nonprofit, community health, inpatient services, outpatient services",https://oswegocountytoday.com/oswegohealth/oswego-health-employees-raise-more-than-78000-to-support-patient-comfort-and-care/,-1,0,0,oswego health,,Empty City
1975,Oswego County Opportunities (OCO),26 East First Street,,315-598-4717 ext. 1082,"OCO provides essential supportive services to help people rebuild their lives and become self-sufficient, including support for developmental disabilities, addiction, mental health issues, domestic violence, and homelessness.","mental health support, addiction, developmental disabilities, domestic violence, homelessness",https://oswegocountytoday.com/entertainment/oco-giving-thanks-welcomes-cam-caruso/,-1,0,0,oswego county opportunities,East First Street,Good
1976,Dr. Julie McCune,,,,"A warm, compassionate, empathic counselor specializing in family conflicts, relationship issues, anxiety, depression, grief, trauma, and coping skills.","family conflicts, relationship issues, anxiety, depression, stress, grief, trauma, coping skills",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,dr julie mccune,,Empty City
1977,Steven Timms,,,,"A licensed clinician with expertise in stress, anxiety, depression, and coping with life changes, focused on tailoring treatment to meet individual needs.","stress, anxiety, depression, coping, life changes",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,steven timms,,Empty City
1978,Chris Kohlmann,,,,"A therapist with extensive experience helping clients with depression, anxiety, relationship difficulties, and significant life transitions in a compassionate environment.","depression, anxiety, relationship issues, life transitions",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,chris kohlmann,,Empty City
1979,Nancy Reali,,,,"A therapist licensed in multiple states with a focus on mental health and addiction, skilled in addressing a range of concerns including addiction, trauma, and family conflicts.","addiction, trauma, depression, anxiety, family counseling",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,nancy reali,,Empty City
1980,Wendy Durant,,,,"A licensed professional counselor specializing in multiple concerns including behavioral health disorders, trauma, and relationship issues, offering a warm and supportive environment.","trauma, depression, relationship issues, behavioral health, anxiety",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,wendy durant,,Empty City
1981,Angela Matics,,,,"A licensed therapist focused on depression, anxiety, trauma, and relationship dynamics, dedicated to helping clients develop self-love and resilience.","depression, anxiety, trauma, relationship dynamics",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,angela matics,,Empty City
1982,Jeffrey Riskin,,,,"A licensed clinical social worker with extensive experience in therapy, utilizing various techniques to support clients in overcoming obstacles to wellness.","wellness, stress, anxiety, relationship issues, grief",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,jeffrey riskin,,Empty City
1983,Lona Champagne,,,,"A compassionate therapist dedicated to emotional healing, specializing in relationship dynamics and personal growth through significant life changes.","relationship issues, grief, self-esteem, coping with life changes",https://www.betterhelp.com/therapists/oh/darbyville/,-1,0,0,lona champagne,,Empty City
1984,The Midwives' Clinic of East York - Don Mills,,,,,,https://www.themidwivesclinic.ca/resources/therapists,-1,0,0,the midwives clinic of east york don mills,,Empty City
1985,Rose Health Clinic,,,,,,https://www.themidwivesclinic.ca/resources/therapists,-1,0,0,rose health clinic,,Empty City
1987,Proactive Pelvic Health Clinic,"235 Danforth Ave. Suite 405, Toronto, ON",M4K 1N2,647.352.7742,Offers mindfulness and cognitive therapeutic approaches that support individuals and couples in their wellness journey.,"wellness, mindfulness, cognitive therapy",https://www.themidwivesclinic.ca/resources/therapists,1,0,0,proactive pelvic health clinic,Toronto,Good
1988,Kulsum Cares,,,,"Specializes in therapy for diverse mental health concerns, utilizing a trauma-informed approach.","mental health, trauma-informed care, coping skills",https://www.themidwivesclinic.ca/resources/therapists,-1,0,0,kulsum cares,,Empty City
1990,Homewood Health Centre,"140, N/A",,1-866-839-2594,"Homewood Health Centre provides unparalleled mental health and addiction services, specializing in a variety of treatments including programs for substance use, trauma, anxiety disorders, and more, focusing on adults, first responders, and veterans.","mental health, addiction services, trauma, PTSD, anxiety disorders, substance use",https://www.bing.com/aclick?ld=e8lIqoKVL6NFtN4FdLHSwXaDVUCUwALniSmHP-zCDOFRGiPwJiteXBFPXICh3qcEd-N3lRLFaI0i983-cnqQOD7CIMipYr_70pmNg7wp6pSzso-wOyt_5zsx2McR4OBSP0tB28ibNqrYBh14wk_SPEYXdpHDuh-2MxMC5C55q6RgxRCmbAcLRv_3AgRAfdXglYzrHIFUkKa2Mi9EqQ2KQr6GN1P6A&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDE3MDNhYWMzYjgyYTFhMDA4MWE1YzMwY2ZhM2I2MmMy&rlid=1703aac3b82a1a0081a5c30cfa3b62c2,-1,0,0,homewood health centre,,Empty City
1995,Dawson Helping Tree,,,,"Health, mental health, and counselling services.","health, mental health, counselling",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,dawson helping tree,,Empty City
1996,Dawson Women’s Shelter,,,1-867-993-5086,Provides shelter and support for women in need.,"women's shelter, support",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,dawson women s shelter,,Empty City
1997,"Canadian Mental Health Association, Yukon Division",,,,Offers various mental wellness and substance use services.,"mental wellness, substance use services",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,canadian mental health association yukon division,,Empty City
1998,Jëje Zho - Men’s Shelter and Transitional Home,,,,Provides shelter and support for men transitioning in life.,"men's shelter, transitional home",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,jëje zho men s shelter and transitional home,,Empty City
1999,Dawson City Community Hospital,,,,Offers general health services including mental health support.,"health services, mental health",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,dawson city community hospital,,Empty City
2000,Dawson Health Centre,,,,Provides a range of health services including mental wellness.,"health services, mental wellness",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,dawson health centre,,Empty City
2001,Dawson Medical Clinic,,,,Offers medical services along with mental health support.,"medical services, mental health",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,dawson medical clinic,,Empty City
2002,McDonald Lodge,,,,Provides home care and mental wellness services.,"home care, mental wellness",https://www.cityofdawson.ca/m/dawson-helping-tree/counselling-health-mental-health,-1,0,0,mcdonald lodge,,Empty City
2003,AccessMHA,,,1-833-527-8207,"AccessMHA makes it easier to help find mental health, substance use health, and addictions support, services, and care. It assists people in accessing services for mental health and substance use health, and addictions issues.","mental health, substance use health, addictions support, access services",https://www.accessmha.ca/,-1,0,0,accessmha,,Empty City
2005,Riverview Community Mental Health Center,584 NW University Blvd Suite 300,34986,772-301-1354,"Provides compassionate, professional mental health care, including individual therapy, family counseling, and specialized treatments for anxiety and depression.","mental health, counseling, individual therapy, family therapy, anxiety treatment, depression support",https://riverviewcmhc.org/navigating-growth-mental-health-support-in-port-st-lucie/,-1,0,0,riverview community mental health center,Nw University Blvd Suite,Good
2006,Riverview Community Mental Health Center,865 SE Monterey Commons Blvd,34996,772-266-4713,"Offers a range of mental health services including individual therapy, family counseling, and psychiatric services.","mental health, counseling, individual therapy, family therapy, psychiatric services",https://riverviewcmhc.org/navigating-growth-mental-health-support-in-port-st-lucie/,-1,0,0,riverview community mental health center,Se Monterey Commons Blvd,Good
2007,Booker Sumner Community Mental Health Center,,,,,,https://openlab.citytech.cuny.edu/sgarnette-eportfolio/,-1,0,0,booker sumner community mental health center,,Empty City
2008,Hazelden Betty Ford Foundation,"15251 Pleasant Valley Road, P.O. Box 11",55012-0011,1-866-831-5700,"A national behavioral health center providing specialized care for addiction and mental health disorders, offering various treatment programs including inpatient, outpatient, and virtual services.","addiction, mental health, inpatient, outpatient, virtual services, treatment, recovery, detoxification",https://www.hazeldenbettyford.org/contact,-1,0,0,hazelden betty ford foundation,P.O. Box 11,Good
2012,BISNO (Brain Injury Services Northern Ontario),426 Balmoral Street,P7C 5G8,"807-623-1188, 1-866-796-1188",Provides rehabilitation and support services for individuals living with the effects of an Acquired Brain Injury.,"Brain injury, Rehabilitation, Support services.",https://rrdssab.ca/community-directory/,1,0,0,bisno,Balmoral Street,Good
2015,Kenora Rainy River District Child and Family Services,"suite 200 – 240 First Street East, Fort Frances Ontario",P9A 1K5,807-274-7787,"Provides a variety of clinical and community programs for children, youth, and families facing challenges.","Child and family services, Mental health, Youth.",https://rrdssab.ca/community-directory/,1,0,0,kenora rainy river district child and family services,Fort Frances,Good
2016,Firefly,"281 Second Street East, Unit G",P9A 1M6,807-274-9251,"A multi-service organization providing a range of services for children, youth, and families to support health and well-being.","Multi-service, Children, Youth, Family support, Mental health.",https://rrdssab.ca/community-directory/,1,0,0,firefly,Unit G,Good
2018,Gizhewaadiziwin Health Access (GHAC),1460 Idylwild Drive,P9A 3M3,807-274-3131,"Provides quality Mental Health Services to Indigenous peoples with various counseling, workshops, and support services.","Mental health, Indigenous services, Counseling, Workshops.",https://rrdssab.ca/community-directory/,1,0,0,gizhewaadiziwin health access,Idylwild Drive,Good
2019,Atikokan Native Friendship Centre,309 Main Street,P0T 1C0,807-597-1213,A community-based organization enhancing quality of life for Indigenous people through culturally rooted programs and services.,"Indigenous services, Community support, Cultural programs.",https://rrdssab.ca/community-directory/,1,0,0,atikokan native friendship centre,Main Street,Good
2020,Integra Health,"130 King St. West, Suite 3600",M5X1C8,416-777-9355,"Integra Health provides a range of services including medical care, rehab and wellness, and mental health support, catering to underserved communities.","Medical services, Mental Health, Rehabilitation, Wellness",https://www.integrahealth.ca/travel-nursing,1,0,0,integra health,Suite 3600,Good
2021,Integra Health,"199 Bay Street, The PATH",M5L 1E8,416-777-9355,"Integra Health offers various healthcare services including medical care and mental health support, focusing on enhancing healthcare access and quality.","Medical services, Mental Health",https://www.integrahealth.ca/travel-nursing,1,0,0,integra health,The Path,Good
2022,Freeman Recovery Center,"Dickson, Tennessee, United States",,,"Offers a chance for people with drug addiction to write the next chapter of their stories, equipped with comprehensive treatment and resources they need for lifelong recovery. Provides evidence-based therapies and relapse prevention strategies, empowering clients to regain control of their lives.","Substance Use, Co-Occurring Mental Health, Alcohol, Detox, Intensive Outpatient Program, Christian, Medication-Assisted Treatment",https://recovery.com/tennessee/,-1,0,0,freeman recovery center,United States,Good
2023,eMentalHealth.ca,1661 Montreal Rd.,K1J 9B7,,An initiative providing resources and information for mental health support including various conditions and services.,"mental health resources, support, information",https://medicalstudents.ementalhealth.ca/Ontario/System-Navigation-including-Information-and-Referral-Services/index.php?m=heading&ID=7,1,0,0,ementalhealth ca,Montreal Rd.,Good
2024,Homewood Health Centre,,,1-866-839-2594,"Homewood Health Centre provides unparalleled mental health and addiction services to individuals, including programs for co-occurring mental health and substance use, traumatic stress injury, and mood disorders.","mental health, addiction, co-occurring disorders, trauma, PTSD, anxiety, depression, eating disorders, comprehensive psychiatric care, interventional psychiatry, chronic pain, recovery, wellness.",https://www.bing.com/aclick?ld=e8hJSg_MWrWLjWRJS1kbRW1TVUCUxI-IAkjoeyu9aq1QcR57gf-GHXie77W_R8mfgIvi-gf1s5dR7AWp9Nw4xHR9XsGUMxIebFrB_S1Vz5GJjk54THxFd7EXaYTTQ-U71Q1TYpHCM51VBtNqoze7i0StxqRrSB3qell0Qy1102i_B6fAyBleXJnr8r8R8hwsVfNEEvKb9f2EZDofT--1T1ad6My1I&u=aHR0cHMlM2ElMmYlMmZob21ld29vZGhlYWx0aGNlbnRyZS5jb20lMmZ3aHktaG9tZXdvb2QlMmZob21ld29vZC0xNDAlMmYlM2Z1dG1fc291cmNlJTNkYmluZyUyNnV0bV9tZWRpdW0lM2RjcGMlMjZ1dG1fY2FtcGFpZ24lM2RIb21ld29vZC1IZWFsdGgtQmluZy1TZWFyY2gtSEhDLU9OLU1lbnRhbC1IZWFsdGgtUmVjb3ZlcnktRGlyZWN0UmVzcG9uc2UlMjZ1dG1fdGVybSUzZG1lbnRhbCUyNTIwaGVhbHRoJTI1MjBzZXJ2aWNlJTI2bXNjbGtpZCUzZDJiMDI5NDYzNDk3MTFhNGJhODkxZmRhYzBiZjJlNjE5&rlid=2b02946349711a4ba891fdac0bf2e619,-1,0,0,homewood health centre,,Empty City
