id,Service name,Clean_Service_Name,City,best_match_gt,similarity_score,is_match
2229,Port Dover LGBTQ Mental Health Counseling,port dover lgbtq mental health counseling,,Parents For Children's Mental Health,67,False
2230,Plattsville LGBTQ Mental Health Counseling,plattsville lgbtq mental health counseling,,Wellkin,67,False
2231,Petersburg LGBTQ Mental Health Counseling,petersburg lgbtq mental health counseling,,Wellkin,67,False
2232,Cheltenham LGBTQ Mental Health Counseling,cheltenham lgbtq mental health counseling,,Wellkin,67,False
2233,Conestogo LGBTQ Mental Health Counseling,conestogo lgbtq mental health counseling,,Wellkin,67,False
2234,Bright LGBTQ Mental Health Counseling,bright lgbtq mental health counseling,,Wellkin,67,False
2235,St Agatha LGBTQ Mental Health Counseling,st agatha lgbtq mental health counseling,,Wellkin,67,False
2236,La Salette LGBTQ Mental Health Counseling,la salette lgbtq mental health counseling,,Wellkin,67,False
2237,Harley LGBTQ Mental Health Counseling,harley lgbtq mental health counseling,,Wellkin,67,False
2238,Norwich LGBTQ Mental Health Counseling,norwich lgbtq mental health counseling,,Wellkin,67,False
2239,St Jacobs LGBTQ Mental Health Counseling,st jacobs lgbtq mental health counseling,,Wellkin,67,False
2240,Fonthill LGBTQ Mental Health Counseling,fonthill lgbtq mental health counseling,,Wellkin,67,False
2241,Port Robinson LGBTQ Mental Health Counseling,port robinson lgbtq mental health counseling,,Wellkin,67,False
2242,Ridgeville LGBTQ Mental Health Counseling,ridgeville lgbtq mental health counseling,,Wellkin,67,False
2243,Baden LGBTQ Mental Health Counseling,baden lgbtq mental health counseling,,Wellkin,67,False
2244,Vittoria LGBTQ Mental Health Counseling,vittoria lgbtq mental health counseling,,Wellkin,67,False
2245,Wainfleet LGBTQ Mental Health Counseling,wainfleet lgbtq mental health counseling,,Wellkin,67,False
2246,Lowbanks LGBTQ Mental Health Counseling,lowbanks lgbtq mental health counseling,,Wellkin,67,False
2247,Vanessa LGBTQ Mental Health Counseling,vanessa lgbtq mental health counseling,,Wellkin,67,False
2248,Innerkip LGBTQ Mental Health Counseling,innerkip lgbtq mental health counseling,,Wellkin,67,False
2249,Caledon LGBTQ Mental Health Counseling,caledon lgbtq mental health counseling,,Wellkin,67,False
2250,Erin LGBTQ Mental Health Counseling,erin lgbtq mental health counseling,,Wellkin,67,False
2251,Burgessville LGBTQ Mental Health Counseling,burgessville lgbtq mental health counseling,,Wellkin,67,False
2252,Jordan Station LGBTQ Mental Health Counseling,jordan station lgbtq mental health counseling,,Wellkin,67,False
2253,Fenwick LGBTQ Mental Health Counseling,fenwick lgbtq mental health counseling,,Wellkin,67,False
2254,Delhi LGBTQ Mental Health Counseling,delhi lgbtq mental health counseling,,Wellkin,67,False
2255,Heidelberg LGBTQ Mental Health Counseling,heidelberg lgbtq mental health counseling,,Wellkin,67,False
2256,New Hamburg LGBTQ Mental Health Counseling,new hamburg lgbtq mental health counseling,,Wellkin,67,False
2257,Otterville LGBTQ Mental Health Counseling,otterville lgbtq mental health counseling,,Wellkin,67,False
2258,Fergus LGBTQ Mental Health Counseling,fergus lgbtq mental health counseling,,Wellkin,67,False
2260,Inglewood LGBTQ Mental Health Counseling,inglewood lgbtq mental health counseling,,Wellkin,67,False
2261,Elmira LGBTQ Mental Health Counseling,elmira lgbtq mental health counseling,,Wellkin,67,False
2262,Elora LGBTQ Mental Health Counseling,elora lgbtq mental health counseling,,Wellkin,67,False
2263,Ariss LGBTQ Mental Health Counseling,ariss lgbtq mental health counseling,,Wellkin,67,False
2264,St Clements LGBTQ Mental Health Counseling,st clements lgbtq mental health counseling,,Wellkin,67,False
2265,Hillsburgh LGBTQ Mental Health Counseling,hillsburgh lgbtq mental health counseling,,Wellkin,67,False
2266,Hawkesville LGBTQ Mental Health Counseling,hawkesville lgbtq mental health counseling,,Wellkin,67,False
2268,LGBTQ Mental Health Counseling Grassie,lgbtq mental health counseling grassie,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2269,LGBTQ Mental Health Counseling Caistor Centre,lgbtq mental health counseling caistor centre,,Southwest Ontario Aboriginal Health Access Centre,62,False
2270,LGBTQ Mental Health Counseling Smithville,lgbtq mental health counseling smithville,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2271,LGBTQ Mental Health Counseling Arkell,lgbtq mental health counseling arkell,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2272,LGBTQ Mental Health Counseling Ayr,lgbtq mental health counseling ayr,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2273,LGBTQ Mental Health Counseling Jarvis,lgbtq mental health counseling jarvis,,CMHA Thames Valley Addiction and Mental Health Services,70,False
2274,LGBTQ Mental Health Counseling Scotland,lgbtq mental health counseling scotland,,Canadian Mental Health Association. Simcoe County Branch,62,False
2275,LGBTQ Mental Health Counseling Hornby,lgbtq mental health counseling hornby,,CMHA Thames Valley Addiction and Mental Health Services,60,False
2278,LGBTQ Mental Health Counseling Waterford,lgbtq mental health counseling waterford,,CMHA Thames Valley Addiction and Mental Health Services,60,False
2279,LGBTQ Mental Health Counseling Vineland,lgbtq mental health counseling vineland,,CMHA Thames Valley Addiction and Mental Health Services,65,False
2280,LGBTQ Mental Health Counseling Campden,lgbtq mental health counseling campden,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2281,LGBTQ Mental Health Counseling Orton,lgbtq mental health counseling orton,,Family Mental Health Support Network of Niagara,64,False
2282,LGBTQ Mental Health Counseling Eden Mills,lgbtq mental health counseling eden mills,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2283,LGBTQ Mental Health Counseling Acton,lgbtq mental health counseling acton,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",64,False
2285,LGBTQ Mental Health Counseling Rockwood,lgbtq mental health counseling rockwood,,CMHA Thames Valley Addiction and Mental Health Services,61,False
2286,LGBTQ Mental Health Counseling Princeton,lgbtq mental health counseling princeton,,CMHA Thames Valley Addiction and Mental Health Services,67,False
2287,LGBTQ Mental Health Counseling New Dundee,lgbtq mental health counseling new dundee,,"Canadian Mental Health Association Grey Bruce, Mental Health and Addiction Services",59,False
2288,LGBTQ Mental Health Counseling Cathcart,lgbtq mental health counseling cathcart,,CMHA Thames Valley Addiction and Mental Health Services,61,False
2289,LGBTQ Mental Health Counseling Canfield,lgbtq mental health counseling canfield,,CMHA Thames Valley Addiction and Mental Health Services,65,False
2290,LGBTQ Mental Health Counseling Drumbo,lgbtq mental health counseling drumbo,,CMHA Thames Valley Addiction and Mental Health Services,60,False
2291,LGBTQ Mental Health Counseling Wellandport,lgbtq mental health counseling wellandport,,Indwell,71,False
2292,LGBTQ Mental Health Counseling Limehouse,lgbtq mental health counseling limehouse,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2293,LGBTQ Mental Health Counseling Terra Cotta,lgbtq mental health counseling terra cotta,,Canadian Mental Health Association. Simcoe County Branch,60,False
2294,LGBTQ Mental Health Counseling Georgetown,lgbtq mental health counseling georgetown,,Parents For Children's Mental Health,60,False
2296,LGBTQ Mental Health Counseling Maryhill,lgbtq mental health counseling maryhill,,CMHA Thames Valley Addiction and Mental Health Services,61,False
2297,LGBTQ Mental Health Counseling Ballinafad,lgbtq mental health counseling ballinafad,,Wellkin,57,False
2298,LGBTQ Mental Health Counseling Vineland Station,lgbtq mental health counseling vineland station,,CMHA Thames Valley Addiction and Mental Health Services,60,False
2299,LGBTQ Mental Health Counseling Norval,lgbtq mental health counseling norval,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2300,LGBTQ Mental Health Counseling Huttonville,lgbtq mental health counseling huttonville,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2301,LGBTQ Mental Health Counseling Teeterville,lgbtq mental health counseling teeterville,,CMHA Thames Valley Addiction and Mental Health Services,65,False
2302,LGBTQ Mental Health Counseling Springbrook,lgbtq mental health counseling springbrook,,CMHA Thames Valley Addiction and Mental Health Services,58,False
2303,LGBTQ Mental Health Counseling Windham Centre,lgbtq mental health counseling windham centre,,CMHA Thames Valley Addiction and Mental Health Services,59,False
2304,LGBTQ Mental Health Counseling Bloomingdale,lgbtq mental health counseling bloomingdale,,CMHA Thames Valley Addiction and Mental Health Services,58,False
2306,LGBTQ Mental Health Counseling Plattsville,lgbtq mental health counseling plattsville,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2307,LGBTQ Mental Health Counseling Petersburg,lgbtq mental health counseling petersburg,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2308,LGBTQ Mental Health Counseling Cheltenham,lgbtq mental health counseling cheltenham,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2309,LGBTQ Mental Health Counseling Conestogo,lgbtq mental health counseling conestogo,,CMHA Thames Valley Addiction and Mental Health Services,67,False
2310,LGBTQ Mental Health Counseling Bright,lgbtq mental health counseling bright,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2311,LGBTQ Mental Health Counseling St Agatha,lgbtq mental health counseling st agatha,,CMHA Thames Valley Addiction and Mental Health Services,60,False
2312,LGBTQ Mental Health Counseling La Salette,lgbtq mental health counseling la salette,,CMHA Thames Valley Addiction and Mental Health Services,59,False
2313,LGBTQ Mental Health Counseling Harley,lgbtq mental health counseling harley,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2314,LGBTQ Mental Health Counseling Norwich,lgbtq mental health counseling norwich,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2315,LGBTQ Mental Health Counseling St Jacobs,lgbtq mental health counseling st jacobs,,CMHA Thames Valley Addiction and Mental Health Services,63,False
2316,LGBTQ Mental Health Counseling Fonthill,lgbtq mental health counseling fonthill,,Canadian Mental Health Association. Simcoe County Branch,62,False
2317,LGBTQ Mental Health Counseling Port Robinson,lgbtq mental health counseling port robinson,,Family Mental Health Support Network of Niagara,62,False
2318,LGBTQ Mental Health Counseling Ridgeville,lgbtq mental health counseling ridgeville,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2319,LGBTQ Mental Health Counseling Baden,lgbtq mental health counseling baden,,CMHA Thames Valley Addiction and Mental Health Services,64,False
2320,LGBTQ Mental Health Counseling Vittoria,lgbtq mental health counseling vittoria,,Family Mental Health Support Network of Niagara,62,False
2321,LGBTQ Mental Health Counseling Wainfleet,lgbtq mental health counseling wainfleet,,CMHA Thames Valley Addiction and Mental Health Services,60,False
2322,LGBTQ Mental Health Counseling Lowbanks,lgbtq mental health counseling lowbanks,,CMHA Thames Valley Addiction and Mental Health Services,61,False
2323,LGBTQ Mental Health Counseling Vanessa,lgbtq mental health counseling vanessa,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2324,LGBTQ Mental Health Counseling Innerkip,lgbtq mental health counseling innerkip,,CMHA Thames Valley Addiction and Mental Health Services,61,False
2326,LGBTQ Mental Health Counseling Erin,lgbtq mental health counseling erin,,CMHA Thames Valley Addiction and Mental Health Services,66,False
2327,LGBTQ Mental Health Counseling Burgessville,lgbtq mental health counseling burgessville,,CMHA Thames Valley Addiction and Mental Health Services,64,False
2328,LGBTQ Mental Health Counseling Jordan Station,lgbtq mental health counseling jordan station,,Parents For Children's Mental Health,62,False
2329,LGBTQ Mental Health Counseling Fenwick,lgbtq mental health counseling fenwick,,CMHA Thames Valley Addiction and Mental Health Services,62,False
2330,LGBTQ Mental Health Counseling Delhi,lgbtq mental health counseling delhi,,Indwell,71,False
